Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2701,portal 2,Pc,2011.0,Shooter,Valve Software,0.33,0.32,0.0,0.11,0.76
2702,super monkey ball: touch & roll,Ds,2005.0,Misc,Sega,0.7,0.01,0.0,0.06,0.76
2703,pro evolution soccer 2015,Ps4,2014.0,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
2704,drawn to life: the next chapter,Wii,2009.0,Puzzle,Thq,0.29,0.39,0.0,0.08,0.76
2705,the lord of the rings: conquest,Ps3,2009.0,Action,Electronic Arts,0.38,0.26,0.0,0.12,0.76
2706,final fantasy ii,Nes,1988.0,Role-Playing,Squaresoft,0.0,0.0,0.76,0.0,0.76
2707,tony hawk's pro skater 2,N64,2001.0,Sports,Activision,0.59,0.16,0.0,0.01,0.76
2708,taiko no tatsujin: tatakon de dodon ga don,Ps2,2002.0,Misc,Namco Bandai Games,0.0,0.0,0.76,0.0,0.76
2709,mega man battle network 6: cybeast falzar / gregar,Gba,2005.0,Role-Playing,Capcom,0.09,0.03,0.62,0.02,0.76
2710,syphon filter: the omega strain,Ps2,2004.0,Shooter,Sony Computer Entertainment,0.37,0.29,0.0,0.1,0.76
2711,fifa soccer 11,Ps2,2010.0,Sports,Electronic Arts,0.11,0.29,0.0,0.36,0.76
2712,deer drive,Wii,2009.0,Sports,Big Ben Interactive,0.67,0.04,0.0,0.05,0.76
2713,kane & lynch: dead men,X360,2007.0,Shooter,Eidos Interactive,0.36,0.31,0.01,0.08,0.76
2714,assassin's creed: revelations,Pc,2011.0,Action,Ubisoft,0.14,0.48,0.0,0.14,0.76
2715,mortal kombat: deception,Xb,2004.0,Fighting,Midway Games,0.61,0.12,0.0,0.03,0.76
2716,ace attorney investigations: miles edgeworth,Ds,2009.0,Adventure,Capcom,0.27,0.15,0.3,0.04,0.76
2717,that's so raven,Gba,2004.0,Adventure,Disney Interactive Studios,0.54,0.2,0.0,0.01,0.76
2718,fifa 15,Wii,2014.0,Sports,Electronic Arts,0.24,0.46,0.0,0.06,0.76
2719,marvel vs. capcom 2: new age of heroes,Ps2,2002.0,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
2720,need for speed: shift,Psp,2009.0,Racing,Electronic Arts,0.16,0.38,0.01,0.21,0.76
2721,kane & lynch: dead men,Ps3,2007.0,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2722,dark souls ii,X360,2014.0,Role-Playing,Namco Bandai Games,0.48,0.2,0.01,0.06,0.76
2723,true crime: new york city,Ps2,2005.0,Action,Activision,0.57,0.02,0.07,0.09,0.76
2724,legends of wrestling,Ps2,2001.0,Fighting,Acclaim Entertainment,0.37,0.29,0.0,0.1,0.76
2725,rockstar games presents table tennis,X360,2006.0,Sports,Take-Two Interactive,0.28,0.39,0.0,0.09,0.76
2726,monopoly streets,Wii,2010.0,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76
2727,genji: days of the blade,Ps3,2006.0,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
2728,harvest moon: animal parade,Wii,2008.0,Simulation,Rising Star Games,0.6,0.09,0.02,0.05,0.76
2729,final fantasy legend iii,Gb,1991.0,Role-Playing,Squaresoft,0.0,0.0,0.76,0.0,0.76
2730,total war: rome ii,Pc,2013.0,Strategy,Sega,0.12,0.53,0.0,0.11,0.76
2731,rare replay,Xone,2015.0,Misc,Microsoft Game Studios,0.47,0.21,0.01,0.07,0.75
2732,spectrobes,Ds,2007.0,Role-Playing,Disney Interactive Studios,0.67,0.03,0.0,0.06,0.75
2733,wall-e,Ps2,2008.0,Platform,Thq,0.21,0.0,0.0,0.54,0.75
2734,wwe smackdown vs. raw 2009,Psp,2008.0,Fighting,Thq,0.41,0.21,0.0,0.14,0.75
2735,band hero,Ps3,2009.0,Misc,Activision,0.41,0.24,0.0,0.11,0.75
2736,mega man x5,Ps,2000.0,Platform,Capcom,0.3,0.21,0.2,0.05,0.75
2737,tearaway,Psv,2013.0,Adventure,Sony Computer Entertainment Europe,0.17,0.39,0.0,0.19,0.75
2738,dj hero 2,Ps3,2010.0,Misc,Activision,0.47,0.19,0.0,0.09,0.75
2739,the godfather ii,Ps3,2009.0,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
2740,wwe smackdown vs. raw 2010,Wii,2009.0,Fighting,Thq,0.51,0.17,0.0,0.07,0.75
2741,turok,X360,2008.0,Action,Touchstone,0.46,0.21,0.01,0.07,0.75
2742,[prototype 2],Ps3,2012.0,Action,Activision,0.36,0.28,0.0,0.11,0.75
2743,shark tale,Ps2,2004.0,Action,Activision,0.37,0.29,0.0,0.1,0.75
2744,san francisco rush: extreme racing,N64,1997.0,Racing,Gt Interactive,0.63,0.11,0.0,0.01,0.75
2745,the amazing spider-man (console version),X360,2012.0,Action,Activision,0.43,0.26,0.0,0.06,0.75
2746,zone of the enders,Ps2,2001.0,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2747,red faction: guerrilla,Ps3,2009.0,Shooter,Thq,0.33,0.28,0.02,0.12,0.75
2748,street fighter ex plus alpha,Ps,1997.0,Fighting,Virgin Interactive,0.28,0.19,0.23,0.05,0.75
2749,madden nfl 06,Psp,2005.0,Sports,Electronic Arts,0.69,0.0,0.0,0.06,0.75
2750,coded arms,Psp,2005.0,Shooter,Konami Digital Entertainment,0.28,0.29,0.0,0.18,0.75
2751,tony hawk's underground 2,Xb,2004.0,Sports,Activision,0.48,0.24,0.0,0.03,0.75
2752,tales of vesperia,X360,2008.0,Role-Playing,Atari,0.32,0.18,0.19,0.05,0.75
2753,x-men origins: wolverine - uncaged edition,Ps3,2009.0,Action,Activision,0.31,0.32,0.0,0.13,0.75
2754,madagascar: escape 2 africa,Ds,2008.0,Action,Activision,0.42,0.26,0.0,0.07,0.75
2755,split/second,Ps3,2010.0,Racing,Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
2756,capcom vs. snk 2: mark of the millennium 2001,Ps2,2001.0,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2757,mvp 06 ncaa baseball,Ps2,2006.0,Sports,Electronic Arts,0.62,0.02,0.0,0.1,0.75
2758,just dance 2015,Wiiu,2014.0,Misc,Ubisoft,0.4,0.28,0.0,0.07,0.75
2759,borderlands: the pre-sequel,X360,2014.0,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
2760,littlebigplanet 3,Ps3,2014.0,Platform,Sony Computer Entertainment,0.2,0.43,0.01,0.11,0.75
2761,marvel: ultimate alliance 2,Ps3,2009.0,Role-Playing,Activision,0.49,0.16,0.0,0.09,0.75
2762,sega superstars tennis,Ds,2008.0,Sports,Sega,0.29,0.37,0.0,0.08,0.75
2763,the walking dead: season one,X360,2012.0,Adventure,Avanquest Software,0.55,0.14,0.0,0.05,0.75
2764,ace combat: assault horizon,Ps3,2011.0,Action,Namco Bandai Games,0.3,0.16,0.22,0.07,0.74
2765,jump ultimate stars,Ds,2006.0,Fighting,Nintendo,0.0,0.0,0.74,0.0,0.74
2766,jampack summer 2001,Ps2,2001.0,Misc,Sony Computer Entertainment,0.36,0.28,0.0,0.1,0.74
2767,resonance of fate,Ps3,2010.0,Role-Playing,Sega,0.2,0.22,0.24,0.09,0.74
2768,burnout,Ps2,2001.0,Racing,Acclaim Entertainment,0.36,0.28,0.0,0.1,0.74
2769,tom clancy's rainbow six: vegas,Psp,2007.0,Shooter,Ubisoft,0.42,0.19,0.0,0.14,0.74
2770,final fantasy xiii-2,X360,2011.0,Role-Playing,Square Enix,0.36,0.3,0.02,0.06,0.74
2771,lego batman 2: dc super heroes,3Ds,2012.0,Action,Warner Bros. Interactive Entertainment,0.41,0.27,0.0,0.06,0.74
2772,mortal kombat: unchained,Psp,2006.0,Fighting,Midway Games,0.67,0.01,0.0,0.06,0.74
2773,mario & luigi: paper jam,3Ds,2015.0,Role-Playing,Nintendo,0.16,0.3,0.25,0.04,0.74
2774,yu-gi-oh! dungeon dice monsters,Gba,2001.0,Misc,Konami Digital Entertainment,0.42,0.16,0.15,0.01,0.74
2775,brink,Ps3,2011.0,Shooter,Bethesda Softworks,0.29,0.32,0.01,0.12,0.74
2776,lego marvel super heroes,Wiiu,2013.0,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74
2777,blur,Ps3,2010.0,Racing,Activision,0.22,0.37,0.02,0.13,0.74
2779,namco museum remix,Wii,2007.0,Misc,Atari,0.68,0.0,0.0,0.05,0.74
2780,midnight club 3: dub edition,Xb,2005.0,Racing,Take-Two Interactive,0.61,0.1,0.0,0.03,0.74
2781,crysis 2,Pc,2011.0,Action,Electronic Arts,0.16,0.45,0.0,0.13,0.74
2782,the lord of the rings: the two towers,Gba,2002.0,Action,Electronic Arts,0.53,0.2,0.0,0.01,0.74
2783,tiger woods pga tour 2001,Ps2,2001.0,Sports,Electronic Arts,0.36,0.28,0.0,0.09,0.74
2784,indiana jones and the staff of kings,Wii,2009.0,Action,Activision,0.36,0.3,0.0,0.08,0.74
2785,jet moto 3,Ps,1999.0,Racing,Sony Computer Entertainment,0.41,0.28,0.0,0.05,0.74
2786,naruto shippuden: ultimate ninja storm generations,Ps3,2012.0,Fighting,Namco Bandai Games,0.27,0.25,0.14,0.08,0.74
2787,unreal championship,Xb,2002.0,Shooter,Atari,0.59,0.12,0.0,0.03,0.74
2789,pirates of the caribbean: at world's end,Ps3,2007.0,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2790,tiger woods pga tour 08,Ps3,2007.0,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74
2791,persona 4: arena,Ps3,2012.0,Fighting,Atlus,0.3,0.12,0.24,0.07,0.74
2792,sword of mana,Gba,2003.0,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2793,harvest moon ds: island of happiness,Ds,2007.0,Simulation,Rising Star Games,0.44,0.01,0.25,0.04,0.74
2794,star ocean: the last hope international,Ps3,2010.0,Role-Playing,Square Enix,0.28,0.16,0.22,0.08,0.73
2795,the sims 2: castaway,Ds,2007.0,Simulation,Electronic Arts,0.63,0.05,0.0,0.06,0.73
2796,fifa: road to world cup 98,Ps,1997.0,Sports,Electronic Arts,0.14,0.09,0.46,0.05,0.73
2797,dragon ball z: ultime menace,Snes,1993.0,Fighting,Namco Bandai Games,0.0,0.0,0.73,0.0,0.73
2798,classic nes series: donkey kong,Gba,2004.0,Platform,Nintendo,0.4,0.15,0.17,0.01,0.73
2799,call of duty: ghosts,Pc,2013.0,Shooter,Activision,0.23,0.41,0.0,0.09,0.73
2800,yoshi,Gb,1991.0,Puzzle,Nintendo,0.0,0.0,0.73,0.0,0.73
2801,mortal kombat 4,N64,1998.0,Fighting,Gt Interactive,0.55,0.17,0.0,0.01,0.73
2802,f1 2011,X360,2011.0,Racing,Codemasters,0.11,0.51,0.01,0.09,0.73
2803,madden nfl 10,Wii,2009.0,Sports,Electronic Arts,0.63,0.04,0.0,0.06,0.73
2804,kirby: canvas curse,Ds,2005.0,Platform,Nintendo,0.37,0.0,0.32,0.04,0.73
2805,croc 2,Ps,1999.0,Platform,Fox Interactive,0.41,0.28,0.0,0.05,0.73
2806,practise english!,Ds,2007.0,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2807,oddworld: munch's oddysee,Xb,2001.0,Platform,Atari,0.54,0.16,0.0,0.03,0.73
2808,berzerk,2600,1981.0,Shooter,Atari,0.68,0.04,0.0,0.01,0.73
2809,nhl 11,X360,2010.0,Sports,Electronic Arts,0.61,0.07,0.0,0.05,0.73
2810,dragon age: inquisition,Pc,2014.0,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73
2811,icarly,Ds,2009.0,Adventure,Activision,0.67,0.01,0.0,0.05,0.73
2812,dirt 3,X360,2011.0,Racing,Codemasters,0.23,0.41,0.01,0.08,0.73
2813,ncaa football 07,X360,2006.0,Sports,Electronic Arts,0.67,0.0,0.0,0.06,0.73
2814,just dance wii,Wii,2011.0,Misc,Nintendo,0.0,0.0,0.73,0.0,0.73
2815,full spectrum warrior,Xb,2004.0,Strategy,Thq,0.54,0.16,0.0,0.03,0.73
2816,katamari damacy,Ps2,2004.0,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2817,beyblade vforce: ultimate blader jam,Gba,2003.0,Action,Atari,0.52,0.19,0.0,0.01,0.73
2818,ratchet & clank collection,Ps3,2012.0,Action,Sony Computer Entertainment,0.47,0.14,0.02,0.09,0.73
2819,avatar: the game,Wii,2009.0,Action,Ubisoft,0.33,0.32,0.0,0.08,0.73
2820,shaun palmer's pro snowboarder,Ps2,2001.0,Sports,Codemasters,0.36,0.28,0.0,0.09,0.73
2821,mx vs. atv reflex,X360,2009.0,Racing,Thq,0.52,0.15,0.0,0.06,0.73
2822,imagine: interior designer,Ds,2008.0,Simulation,Ubisoft,0.34,0.31,0.0,0.08,0.73
2823,ssx,X360,2012.0,Sports,Electronic Arts,0.38,0.28,0.0,0.06,0.72
2824,style savvy: trendsetters,3Ds,2012.0,Simulation,Nintendo,0.16,0.02,0.53,0.01,0.72
2825,james bond 007: agent under fire,Gc,2002.0,Shooter,Electronic Arts,0.56,0.15,0.0,0.02,0.72
2826,xcom: enemy unknown,Pc,2012.0,Strategy,Take-Two Interactive,0.26,0.36,0.0,0.1,0.72
2827,rabbids go home,Ds,2009.0,Platform,Ubisoft,0.35,0.3,0.0,0.07,0.72
2828,star wars episode iii: revenge of the sith,Gba,2005.0,Action,Ubisoft,0.52,0.19,0.0,0.01,0.72
2829,ultimate spider-man,Ps2,2005.0,Action,Activision,0.6,0.02,0.0,0.1,0.72
2830,fifa soccer 13,Wii,2012.0,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
2831,god eater,Psp,2010.0,Action,Unknown,0.0,0.0,0.72,0.0,0.72
2832,final fantasy xiv: a realm reborn,Ps4,2014.0,Role-Playing,Square Enix,0.32,0.22,0.08,0.1,0.72
2833,sd gundam g generation,Ps,1998.0,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
2834,area 51,Ps,1996.0,Shooter,Gt Interactive,0.4,0.27,0.0,0.05,0.72
2835,nba live 08,Ps2,2007.0,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2836,dead to rights,Xb,2002.0,Shooter,Electronic Arts,0.53,0.17,0.0,0.03,0.72
2837,tiger woods pga tour 07,Ps2,2006.0,Sports,Electronic Arts,0.6,0.02,0.0,0.1,0.72
2838,test drive 6,Ps,1999.0,Racing,Atari,0.4,0.27,0.0,0.05,0.72
2839,kouchuu ouja mushi king,Gba,2005.0,Action,Sega,0.0,0.0,0.7,0.02,0.72
2841,major league baseball 2k7,X360,2007.0,Sports,Spike,0.67,0.0,0.0,0.05,0.72
2842,x-men: mutant academy 2,Ps,2001.0,Fighting,Activision,0.4,0.27,0.0,0.05,0.72
2843,terraria,X360,2013.0,Action,505 Games,0.35,0.31,0.0,0.06,0.72
2844,jampack winter 2001,Ps2,2001.0,Misc,Sony Computer Entertainment,0.35,0.28,0.0,0.09,0.72
2845,kangaroo,2600,1982.0,Platform,Atari,0.67,0.04,0.0,0.01,0.72
2846,james bond 007: blood stone,Ps3,2010.0,Shooter,Activision,0.18,0.38,0.02,0.13,0.72
2847,ben 10: protector of earth,Psp,2007.0,Action,D3Publisher,0.23,0.31,0.0,0.18,0.72
2848,skate,X360,2007.0,Sports,Electronic Arts,0.62,0.04,0.0,0.06,0.72
2849,super monkey ball jr.,Gba,2002.0,Puzzle,Atari,0.51,0.19,0.0,0.01,0.72
2850,driver: san francisco,X360,2011.0,Racing,Ubisoft,0.25,0.39,0.0,0.08,0.72
2851,mlb 09: the show,Ps3,2009.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.72
2852,monster hunter tri,Wiiu,2012.0,Role-Playing,Nintendo,0.26,0.19,0.22,0.04,0.72
2853,mobile suit gundam: encounters in space,Ps2,2003.0,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2854,catherine,Ps3,2011.0,Adventure,Deep Silver,0.3,0.15,0.2,0.07,0.72
2855,fear effect,Ps,1998.0,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2856,fifa soccer 11,Ds,2010.0,Sports,Electronic Arts,0.13,0.5,0.0,0.09,0.72
2857,crysis,Pc,2007.0,Shooter,Electronic Arts,0.0,0.69,0.0,0.03,0.72
2858,battlefield: bad company 2,Pc,2010.0,Shooter,Electronic Arts,0.19,0.53,0.0,0.0,0.71
2859,the lord of the rings: the two towers,Xb,2002.0,Action,Electronic Arts,0.45,0.24,0.0,0.03,0.71
2860,madden nfl 2003,Xb,2002.0,Sports,Electronic Arts,0.67,0.02,0.0,0.03,0.71
2861,dragon quest swords: the masked queen and the tower of mirrors,Wii,2007.0,Role-Playing,Square Enix,0.18,0.01,0.5,0.02,0.71
2862,mlb 13: the show,Ps3,2013.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2863,omerta: city of gangsters,X360,2011.0,Simulation,Konami Digital Entertainment,0.42,0.23,0.0,0.06,0.71
2864,dragon quest heroes: the world's tree woe and the blight below,Ps4,2015.0,Action,Square Enix,0.16,0.13,0.37,0.06,0.71
2865,virtua fighter 4: evolution,Ps2,2003.0,Fighting,Sega,0.35,0.27,0.0,0.09,0.71
2866,top spin 4,Ps3,2011.0,Sports,Take-Two Interactive,0.17,0.4,0.0,0.14,0.71
2867,resident evil: survivor,Ps,2000.0,Action,Eidos Interactive,0.23,0.15,0.29,0.05,0.71
2868,dynasty warriors 6,Ps3,2007.0,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2869,super trucks racing,Ps2,2002.0,Racing,Jester Interactive,0.35,0.27,0.0,0.09,0.71
2870,persona q: shadow of the labyrinth,3Ds,2014.0,Role-Playing,Nippon Ichi Software,0.33,0.07,0.27,0.04,0.71
2871,madden nfl 08,Psp,2007.0,Sports,Electronic Arts,0.6,0.04,0.0,0.07,0.71
2872,godzilla: destroy all monsters melee,Gc,2002.0,Fighting,Atari,0.55,0.14,0.0,0.02,0.71
2873,jeremy mcgrath supercross 2000,Ps,2000.0,Racing,Acclaim Entertainment,0.4,0.27,0.0,0.05,0.71
2874,conker: live and reloaded,Xb,2005.0,Adventure,Microsoft Game Studios,0.49,0.2,0.0,0.02,0.71
2875,silent hill 3,Ps2,2003.0,Action,Konami Digital Entertainment,0.35,0.27,0.0,0.09,0.71
2876,madden nfl 09,Psp,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71
2877,final fantasy x/x-2 hd remaster,Ps4,2015.0,Role-Playing,Square Enix,0.29,0.25,0.06,0.11,0.71
2878,yu-gi-oh! the falsebound kingdom,Gc,2002.0,Strategy,Konami Digital Entertainment,0.49,0.13,0.07,0.02,0.71
2879,lego rock band,Wii,2009.0,Misc,Warner Bros. Interactive Entertainment,0.42,0.22,0.0,0.07,0.71
2880,mlb 10: the show,Ps3,2010.0,Sports,Sony Computer Entertainment,0.66,0.0,0.0,0.05,0.71
2881,spyro: enter the dragonfly,Gc,2002.0,Platform,Universal Interactive,0.55,0.14,0.0,0.02,0.71
2882,scooby-doo 2: monsters unleashed,Gba,2004.0,Action,Thq,0.51,0.19,0.0,0.01,0.71
2883,power rangers: dino thunder,Ps2,2004.0,Action,Thq,0.35,0.27,0.0,0.09,0.71
2884,rhythm heaven: the best+,3Ds,2015.0,Misc,Nintendo,0.0,0.0,0.71,0.0,0.71
2885,lego racers,N64,1999.0,Racing,Lego Media,0.51,0.18,0.0,0.01,0.71
2886,wwf attitude,N64,1999.0,Fighting,Acclaim Entertainment,0.57,0.13,0.0,0.01,0.71
2887,blast corps,N64,1997.0,Action,Nintendo,0.39,0.09,0.17,0.06,0.71
2888,lego harry potter: years 1-4,Psp,2010.0,Action,Warner Bros. Interactive Entertainment,0.14,0.37,0.0,0.19,0.71
2889,tactics ogre: let us cling together,Snes,1995.0,Role-Playing,Quest,0.0,0.0,0.71,0.0,0.71
2890,"warioware, inc.: mega party game$",Gc,2003.0,Puzzle,Nintendo,0.2,0.05,0.44,0.02,0.71
2891,football manager 2014,Pc,2013.0,Sports,Sega,0.0,0.6,0.0,0.1,0.71
2892,battle arena toshinden 2,Ps,1995.0,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
2893,wwe smackdown vs. raw 2011,Psp,2010.0,Fighting,Thq,0.22,0.31,0.0,0.17,0.71
2894,jeopardy!,Ps,1997.0,Misc,Hasbro Interactive,0.39,0.27,0.0,0.05,0.71
2895,south park,Ps,1998.0,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71
2896,metal gear solid v: the phantom pain,Xone,2015.0,Action,Konami Digital Entertainment,0.37,0.26,0.01,0.06,0.71
2897,two worlds,X360,2007.0,Role-Playing,Southpeak Games,0.41,0.23,0.0,0.07,0.71
2898,doom 3: resurrection of evil,Xb,2005.0,Shooter,Activision,0.53,0.15,0.0,0.03,0.71
2899,ncaa football 09,X360,2008.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.71
2900,nba live 09,X360,2008.0,Sports,Electronic Arts,0.5,0.14,0.0,0.07,0.71
2901,ratchet & clank: into the nexus,Ps3,2013.0,Shooter,Sony Computer Entertainment,0.3,0.29,0.0,0.11,0.71
2902,spider-man 2,Psp,2005.0,Action,Activision,0.35,0.21,0.0,0.14,0.71
2903,2014 fifa world cup brazil,Ps3,2014.0,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71
2904,london 2012: the official video game of the olympic games,Ps3,2012.0,Sports,Sega,0.06,0.5,0.0,0.15,0.7
2905,nhl 12,X360,2011.0,Sports,Electronic Arts,0.55,0.1,0.0,0.05,0.7
2906,tony hawk's underground,Gc,2003.0,Sports,Activision,0.54,0.14,0.0,0.02,0.7
2907,infinite undiscovery,X360,2008.0,Role-Playing,Square Enix,0.34,0.18,0.12,0.06,0.7
2908,super bomberman 3,Snes,1994.0,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7
2909,command & conquer: red alert retaliation,Ps,1998.0,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
2910,the sims 2: apartment pets,Ds,2008.0,Simulation,Electronic Arts,0.32,0.31,0.0,0.07,0.7
2911,star wars: obi-wan,Xb,2001.0,Action,Activision,0.52,0.16,0.0,0.02,0.7
2912,ncaa football 08,X360,2007.0,Sports,Electronic Arts,0.65,0.0,0.0,0.05,0.7
2913,kill.switch,Ps2,2003.0,Shooter,Sony Computer Entertainment,0.34,0.27,0.0,0.09,0.7
2914,lalaloopsy,Ds,2011.0,Simulation,Activision,0.54,0.1,0.0,0.06,0.7
2915,madden nfl 2005,Gc,2004.0,Sports,Electronic Arts,0.54,0.14,0.0,0.02,0.7
2916,f-14 tomcat,Gba,2001.0,Action,Majesco Entertainment,0.5,0.19,0.0,0.01,0.7
2917,splashdown,Ps2,2001.0,Racing,Atari,0.34,0.27,0.0,0.09,0.7
2918,ncaa football 98,Ps,1997.0,Sports,Electronic Arts,0.39,0.27,0.0,0.05,0.7
2919,jade empire,Xb,2005.0,Role-Playing,Microsoft Game Studios,0.48,0.19,0.0,0.03,0.7
2920,"transformers: revenge of the fallen (xbox 360, ps3, & pc versions)",Ps3,2009.0,Shooter,Activision,0.28,0.3,0.0,0.12,0.7
2921,the sims 3,Ds,2010.0,Simulation,Electronic Arts,0.39,0.25,0.0,0.06,0.7
2922,skylanders: trap team,Wiiu,2014.0,Action,Activision,0.39,0.25,0.0,0.06,0.7
2923,prince of persia: the forgotten sands,Ps3,2010.0,Action,Ubisoft,0.19,0.36,0.01,0.13,0.7
2924,chocobo's dungeon 2,Ps,1998.0,Role-Playing,Squaresoft,0.04,0.03,0.58,0.05,0.7
2925,advance wars,Gba,2001.0,Strategy,Nintendo,0.5,0.19,0.0,0.01,0.7
2926,hannah montana: the movie,Ds,2009.0,Adventure,Disney Interactive Studios,0.38,0.25,0.0,0.07,0.7
2927,world of zoo,Ds,2009.0,Simulation,Thq,0.43,0.2,0.0,0.06,0.7
2928,ape escape: on the loose,Psp,2005.0,Platform,Sony Computer Entertainment,0.52,0.01,0.12,0.05,0.7
2929,nascar 2001,Ps2,2000.0,Racing,Electronic Arts,0.34,0.27,0.0,0.09,0.7
2930,il-2 sturmovik: birds of prey,Ps3,2009.0,Simulation,505 Games,0.34,0.26,0.0,0.1,0.7
2931,book of spells,Ps3,2012.0,Action,Sony Computer Entertainment,0.13,0.4,0.0,0.16,0.7
2932,ncaa football 2001,Ps,2000.0,Sports,Electronic Arts,0.39,0.26,0.0,0.05,0.7
2933,mafia,Ps2,2004.0,Action,Illusion Softworks,0.34,0.27,0.0,0.09,0.7
2934,mobile suit gundam: journey to jaburo,Ps2,2000.0,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
2935,metal gear solid v: the phantom pain,Ps3,2015.0,Action,Konami Digital Entertainment,0.21,0.18,0.22,0.08,0.7
2936,timesplitters 2,Ps2,2002.0,Shooter,Eidos Interactive,0.34,0.27,0.0,0.09,0.7
2937,motionsports,X360,2010.0,Sports,Ubisoft,0.38,0.26,0.0,0.06,0.7
2938,mlb 08: the show,Ps3,2008.0,Sports,Sony Computer Entertainment,0.64,0.0,0.0,0.05,0.7
2939,classic nes series: zelda ii: the adventure of link,Gba,2004.0,Adventure,Nintendo,0.37,0.14,0.17,0.01,0.7
2940,fire emblem: monsh? no nazo,Snes,1994.0,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7
2941,disney's chicken little,Gba,2005.0,Platform,Disney Interactive Studios,0.5,0.18,0.0,0.01,0.7
2942,king kong,2600,1981.0,Action,Tigervision,0.65,0.04,0.0,0.01,0.69
2943,wwe 2k15,X360,2014.0,Sports,Take-Two Interactive,0.38,0.26,0.0,0.06,0.69
2944,the lego movie videogame,3Ds,2014.0,Action,Warner Bros. Interactive Entertainment,0.28,0.31,0.05,0.05,0.69
2945,x-men origins: wolverine - uncaged edition,X360,2009.0,Action,Activision,0.42,0.21,0.0,0.06,0.69
2946,metal gear solid: portable ops plus,Psp,2007.0,Action,Konami Digital Entertainment,0.26,0.01,0.26,0.17,0.69
2947,disney tangled,Wii,2010.0,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69
2948,shrek the third,X360,2007.0,Action,Activision,0.54,0.1,0.0,0.06,0.69
2950,moto racer 2,Ps,1997.0,Racing,Electronic Arts,0.39,0.26,0.0,0.05,0.69
2951,halo 2 multiplayer map pack,Xb,2005.0,Shooter,Microsoft Game Studios,0.54,0.13,0.0,0.02,0.69
2952,minecraft: story mode,Ps3,2015.0,Adventure,Mojang,0.25,0.33,0.0,0.11,0.69
2953,mortal kombat: shaolin monks,Ps2,2005.0,Action,Midway Games,0.58,0.02,0.0,0.09,0.69
2954,mx vs. atv unleashed: on the edge,Psp,2006.0,Racing,Thq,0.64,0.0,0.0,0.05,0.69
2955,skylanders: trap team,Ps3,2014.0,Action,Activision,0.24,0.33,0.0,0.12,0.69
2956,mario pinball land,Gba,2004.0,Misc,Nintendo,0.5,0.18,0.0,0.01,0.69
2957,mappy,Nes,1984.0,Platform,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
2958,j-league soccer: prime goal,Snes,1993.0,Sports,Namco Bandai Games,0.0,0.0,0.69,0.0,0.69
2959,dragon ball z: budokai,Gc,2003.0,Fighting,Atari,0.53,0.14,0.0,0.02,0.69
2960,nfl xtreme,Ps,1998.0,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69
2961,the sly collection,Ps3,2010.0,Platform,Sony Computer Entertainment,0.52,0.09,0.01,0.07,0.69
